,x1,x2,x3,x4,x5,target
8266,1.0,0.25,0,0,1,0
8267,0.0,0.25,0,1,0,0
8268,0.5,0.5,1,1,0,1
8269,0.5,0.5,1,0,0,1
8270,0.0,0.5,1,0,0,0
8271,0.0,0.75,0,1,1,0
8272,0.5,0.25,0,1,0,0
8273,0.5,0.0,1,0,1,1
8274,0.5,0.0,0,0,1,0
8275,0.5,0.0,0,1,1,0
8276,0.0,0.5,1,1,1,0
8277,0.5,0.75,0,1,0,0
8278,0.5,0.0,0,0,1,0
8279,1.0,0.0,0,0,0,0
8280,0.5,0.75,1,0,1,0
8281,0.0,0.5,0,0,0,0
8282,0.5,1.0,1,0,1,0
8283,1.0,1.0,0,0,1,1
8284,1.0,1.0,1,1,0,1
8285,1.0,1.0,0,1,1,1
8286,0.0,0.0,1,0,1,1
8287,1.0,1.0,1,1,0,1
8288,1.0,0.0,1,1,1,1
8289,0.0,1.0,1,0,0,0
8290,0.0,0.5,1,0,0,0
8291,0.5,0.25,1,1,1,1
8292,0.5,0.25,0,1,1,0
8293,0.5,0.5,1,1,1,1
8294,0.0,0.5,0,0,0,0
8295,1.0,1.0,0,1,1,1
8296,1.0,0.0,0,1,1,0
8297,0.5,0.0,1,0,0,1
8298,0.0,1.0,1,1,0,0
8299,1.0,0.0,0,1,1,0
8300,0.0,0.0,1,0,1,1
8301,0.0,0.75,0,0,1,0
8302,1.0,0.0,1,1,1,1
8303,1.0,0.75,1,0,1,1
8304,1.0,0.0,1,1,1,1
8305,1.0,0.75,1,1,0,1
8306,0.0,0.0,0,1,0,1
8307,1.0,0.25,0,0,0,0
8308,0.5,0.75,0,1,0,0
8309,0.5,1.0,1,0,1,0
8310,1.0,0.5,0,0,0,0
8311,1.0,0.0,1,1,1,1
8312,0.5,0.0,0,0,0,0
8313,1.0,1.0,1,0,1,1
8314,1.0,1.0,0,1,1,1
8315,1.0,1.0,0,0,1,1
8316,0.5,1.0,1,0,0,0
8317,1.0,0.75,1,0,1,1
8318,0.5,0.25,0,0,0,0
8319,1.0,1.0,0,1,1,1
8320,1.0,0.5,1,0,1,1
8321,0.5,0.0,0,1,1,0
8322,0.0,1.0,0,0,0,0
8323,0.5,1.0,1,1,1,0
8324,0.0,0.0,0,0,1,1
8325,1.0,0.0,1,0,0,1
8326,0.5,1.0,0,1,0,0
8327,0.0,0.5,1,1,1,0
8328,1.0,0.75,1,0,1,1
8329,1.0,1.0,0,0,1,1
8330,0.0,1.0,1,0,1,0
8331,0.0,0.0,1,1,0,1
8332,1.0,0.0,0,0,0,0
8333,1.0,0.5,0,0,1,0
8334,1.0,0.25,1,0,1,1
8335,0.5,0.0,1,1,0,1
8336,1.0,0.25,1,0,1,1
8337,1.0,0.25,1,1,1,1
8338,0.5,0.75,1,0,1,0
8339,0.0,0.0,0,1,1,1
8340,0.0,0.5,1,0,0,0
8341,0.5,0.75,0,1,0,0
8342,0.0,0.0,1,1,1,1
8343,1.0,0.25,0,0,0,0
8344,0.5,0.5,1,0,1,1
8345,1.0,1.0,0,0,1,1
8346,0.5,0.75,0,1,1,0
8347,0.0,0.0,0,0,0,1
8348,0.0,0.25,1,0,0,0
8349,0.5,0.25,1,1,0,1
8350,0.5,0.75,1,1,0,0
8351,1.0,0.0,1,0,1,1
8352,1.0,0.5,1,0,0,1
8353,0.5,1.0,1,1,0,0
8354,1.0,0.75,1,0,1,1
8355,1.0,0.25,0,1,0,0
8356,0.5,0.5,0,1,0,1
8357,0.0,0.75,1,1,0,0
8358,0.5,0.0,1,0,0,1
8359,1.0,1.0,1,0,1,1
8360,1.0,0.75,1,0,1,1
8361,0.5,0.75,1,0,0,0
8362,0.0,0.5,0,1,1,0
8363,0.5,0.0,1,1,0,1
8364,1.0,0.75,1,1,0,1
8365,0.5,1.0,1,1,1,0
8366,1.0,0.5,0,0,1,0
8367,0.0,0.5,1,0,1,0
8368,1.0,0.5,1,1,0,1
8369,0.5,0.75,0,1,1,0
8370,0.0,0.75,1,1,1,0
8371,1.0,0.0,0,0,1,0
8372,0.5,0.5,0,1,1,1
8373,0.0,0.75,0,1,0,0
8374,0.0,0.5,0,1,0,0
8375,0.0,0.5,1,1,0,0
8376,1.0,0.25,0,0,1,0
8377,0.5,0.75,0,0,1,0
8378,0.0,0.0,1,0,0,1
8379,0.0,0.0,0,0,1,1
8380,0.0,0.0,0,1,0,1
8381,1.0,0.0,1,1,1,1
8382,1.0,0.75,0,1,0,0
8383,1.0,0.5,0,1,1,0
8384,0.0,0.75,0,0,0,0
8385,1.0,1.0,0,1,1,1
8386,0.0,1.0,0,0,1,0
8387,0.5,0.5,1,1,0,1
8388,1.0,0.75,1,1,1,1
8389,0.0,0.0,0,0,0,1
8390,1.0,1.0,1,0,1,1
8391,0.5,1.0,0,1,0,0
8392,1.0,0.75,1,1,0,1
8393,0.0,0.75,1,1,0,0
8394,0.5,0.5,1,1,0,1
8395,1.0,0.0,0,0,0,0
8396,0.5,0.5,0,0,1,1
8397,1.0,0.5,0,1,1,0
8398,1.0,0.5,0,0,0,0
8399,0.5,1.0,0,1,0,0
8400,0.0,0.5,1,0,1,0
8401,0.0,0.0,0,1,0,1
8402,0.0,0.5,1,1,1,0
8403,0.0,0.0,1,0,0,1
8404,0.5,1.0,1,0,1,0
8405,1.0,1.0,1,0,0,1
8406,0.5,1.0,0,0,0,0
8407,0.0,0.25,1,1,0,0
8408,0.0,1.0,0,1,1,0
8409,0.5,0.0,0,0,0,0
8410,0.5,0.25,1,1,0,1
8411,0.5,1.0,1,1,1,0
8412,0.5,1.0,1,1,1,0
8413,0.0,0.5,1,0,1,0
8414,0.5,0.75,0,0,1,0
8415,0.0,0.75,1,0,1,0
8416,0.5,0.25,1,0,0,1
8417,0.5,1.0,0,0,1,0
8418,0.0,1.0,1,1,1,0
8419,1.0,0.0,1,1,1,1
8420,1.0,0.0,1,1,0,1
8421,0.0,0.5,0,1,1,0
8422,0.5,0.25,0,0,0,0
8423,1.0,0.25,0,1,0,0
8424,0.5,1.0,1,0,0,0
8425,0.5,0.25,1,1,1,1
8426,0.5,0.5,0,0,1,1
8427,0.0,0.5,1,0,1,0
8428,0.0,0.75,1,0,1,0
8429,1.0,0.25,0,1,1,0
8430,1.0,0.0,0,0,1,0
8431,1.0,1.0,1,1,0,1
8432,0.0,1.0,0,1,1,0
8433,1.0,0.25,1,1,0,1
8434,1.0,0.0,0,1,1,0
8435,1.0,0.0,1,1,1,1
8436,1.0,1.0,0,1,1,1
8437,1.0,0.75,0,1,0,0
8438,1.0,0.5,1,0,0,1
8439,0.0,0.75,1,1,0,0
8440,1.0,1.0,1,0,0,1
8441,0.5,1.0,0,0,1,0
8442,0.0,0.0,1,0,0,1
8443,0.5,0.5,0,1,0,1
8444,1.0,0.25,1,1,0,1
8445,0.0,0.25,0,1,0,0
8446,1.0,0.5,1,1,1,1
8447,0.0,0.75,0,1,0,0
8448,1.0,0.25,0,0,0,0
8449,0.5,0.5,0,0,1,1
8450,1.0,0.75,0,1,1,0
8451,1.0,0.5,0,0,0,0
8452,0.5,0.0,1,1,1,1
8453,1.0,1.0,1,0,1,1
8454,0.5,1.0,1,1,0,0
8455,1.0,0.0,0,0,0,0
8456,0.0,1.0,1,0,0,0
8457,1.0,0.25,1,1,0,1
8458,0.5,1.0,0,0,1,0
8459,1.0,0.0,1,0,1,1
8460,0.0,0.5,0,0,0,0
8461,0.0,0.25,1,0,1,0
8462,1.0,0.75,1,0,1,1
8463,0.5,1.0,0,1,0,0
8464,0.0,1.0,1,0,1,0
8465,1.0,0.25,1,0,0,1
8466,1.0,0.25,0,0,0,0
8467,1.0,0.0,0,0,0,0
8468,1.0,0.25,1,0,0,1
8469,0.0,0.25,0,1,0,0
8470,0.0,0.0,0,1,1,1
8471,0.5,0.5,1,0,0,1
8472,0.5,0.75,0,1,0,0
8473,0.5,1.0,1,1,0,0
8474,0.0,0.25,1,1,0,0
8475,0.5,1.0,0,0,0,0
8476,0.5,0.75,0,1,1,0
8477,1.0,1.0,1,0,1,1
8478,0.5,0.25,0,1,1,0
8479,0.5,0.0,0,1,0,0
8480,0.0,0.0,1,1,1,1
8481,1.0,1.0,0,1,1,1
8482,0.5,0.5,1,0,1,1
8483,0.5,0.5,1,0,1,1
8484,0.5,0.0,1,1,1,1
8485,0.0,0.5,1,0,1,0
8486,0.5,1.0,0,1,0,0
8487,1.0,0.75,0,0,0,0
8488,0.5,0.25,0,1,1,0
8489,0.5,1.0,1,1,0,0
8490,1.0,0.25,0,0,1,0
8491,0.0,1.0,1,1,1,0
8492,0.5,0.5,0,0,1,1
8493,0.5,0.75,0,0,0,0
8494,0.0,0.0,1,0,0,1
8495,0.0,0.0,0,1,0,1
8496,1.0,0.25,0,0,1,0
8497,0.0,0.5,1,1,0,0
8498,0.0,0.5,0,0,1,0
8499,0.5,1.0,1,1,0,0
8500,0.5,0.75,0,0,0,0
8501,0.0,0.5,1,0,1,0
8502,0.0,1.0,0,1,1,0
8503,0.0,0.25,0,1,0,0
8504,0.5,1.0,1,1,0,0
8505,1.0,1.0,1,0,1,1
8506,0.5,0.25,0,0,0,0
8507,0.0,0.5,0,1,1,0
8508,0.5,0.25,0,1,0,0
8509,1.0,1.0,1,0,1,1
8510,1.0,0.0,1,0,1,1
8511,1.0,0.0,1,1,0,1
8512,0.0,0.5,1,0,0,0
8513,1.0,0.5,1,1,1,1
8514,1.0,0.75,0,0,0,0
8515,1.0,0.5,1,1,1,1
8516,0.0,0.75,0,0,0,0
8517,0.0,0.75,0,0,0,0
8518,1.0,0.0,0,0,0,0
8519,0.5,1.0,0,0,0,0
8520,1.0,0.5,0,0,1,0
8521,0.5,1.0,1,0,1,0
8522,0.5,0.5,1,1,0,1
8523,1.0,0.25,1,1,1,1
8524,1.0,0.0,1,0,0,1
8525,0.5,0.0,1,0,1,1
8526,1.0,0.75,1,1,1,1
8527,0.0,0.0,1,0,0,1
8528,1.0,0.5,1,1,1,1
8529,0.5,1.0,1,1,1,0
8530,0.0,0.75,1,0,0,0
8531,1.0,1.0,1,1,0,1
8532,0.5,1.0,0,1,0,0
8533,1.0,0.0,0,0,0,0
8534,0.0,0.5,0,0,1,0
8535,0.0,0.5,0,1,0,0
8536,0.0,0.25,0,0,1,0
8537,1.0,0.5,0,1,1,0
8538,0.0,1.0,1,1,1,0
8539,0.0,0.75,0,1,0,0
8540,1.0,0.25,0,0,0,0
8541,1.0,0.5,0,1,0,0
8542,0.5,0.25,1,0,1,1
8543,0.5,0.25,0,0,1,0
8544,0.5,0.5,1,0,0,1
8545,0.0,0.25,1,0,1,0
8546,1.0,1.0,1,1,1,1
8547,0.0,1.0,1,0,0,0
8548,1.0,1.0,1,1,0,1
8549,0.5,0.25,0,1,1,0
8550,0.5,0.25,0,0,0,0
8551,1.0,0.25,0,1,1,0
8552,1.0,0.25,0,1,1,0
8553,0.0,0.5,0,0,1,0
8554,1.0,0.25,1,0,1,1
8555,0.0,0.25,0,0,1,0
8556,0.0,0.75,1,0,0,0
8557,1.0,0.5,0,1,1,0
8558,1.0,0.75,1,1,1,1
8559,1.0,0.25,0,0,0,0
8560,0.5,1.0,0,0,1,0
8561,0.0,0.75,0,1,1,0
8562,1.0,0.5,0,0,1,0
8563,0.5,0.25,1,1,1,1
8564,1.0,0.25,0,1,0,0
8565,0.0,1.0,1,1,1,0
8566,0.5,1.0,0,0,0,0
8567,0.0,0.5,1,1,1,0
8568,1.0,0.5,1,1,1,1
8569,1.0,0.5,1,0,1,1
8570,0.5,0.5,0,0,1,1
8571,1.0,0.5,0,1,1,0
8572,0.5,1.0,0,0,0,0
8573,1.0,0.0,1,0,1,1
8574,0.0,0.25,0,0,0,0
8575,1.0,1.0,1,0,0,1
8576,1.0,0.5,1,1,0,1
8577,0.0,0.25,1,0,0,0
8578,0.5,1.0,0,1,0,0
8579,0.5,0.0,0,0,0,0
8580,1.0,0.75,0,0,0,0
8581,0.5,0.5,0,0,0,1
8582,0.5,0.75,1,1,1,0
8583,1.0,0.25,1,0,1,1
8584,0.0,1.0,0,1,1,0
8585,0.0,0.25,0,1,1,0
8586,0.5,0.75,0,1,0,0
8587,0.5,0.0,1,0,1,1
8588,0.5,0.0,1,0,0,1
8589,0.5,0.75,1,0,1,0
8590,0.5,0.25,1,1,1,1
8591,0.5,1.0,0,0,0,0
8592,0.5,0.25,0,1,1,0
8593,0.0,0.25,1,1,1,0
8594,0.0,0.25,0,0,1,0
8595,0.0,0.0,0,1,1,1
8596,1.0,1.0,0,1,0,1
8597,1.0,0.75,1,0,0,1
8598,1.0,0.75,0,0,0,0
8599,0.5,1.0,1,1,1,0
8600,0.5,0.75,1,0,1,0
8601,0.0,1.0,1,1,1,0
8602,0.0,0.75,1,1,1,0
8603,0.5,0.0,1,1,1,1
8604,0.0,0.75,0,1,0,0
8605,0.5,0.75,1,1,0,0
8606,0.0,0.0,1,1,0,1
8607,0.5,0.75,1,1,0,0
8608,1.0,0.0,0,0,0,0
8609,0.0,0.25,1,1,0,0
8610,0.0,0.25,0,0,1,0
8611,0.5,1.0,1,0,0,0
8612,0.0,0.0,1,0,0,1
8613,0.0,0.5,0,1,1,0
8614,1.0,0.25,0,0,1,0
8615,0.0,0.0,0,1,1,1
8616,0.5,0.0,1,0,1,1
8617,0.0,0.5,0,0,0,0
8618,1.0,0.5,0,1,1,0
8619,1.0,0.25,1,1,1,1
8620,0.0,0.25,1,0,1,0
8621,1.0,0.5,0,0,1,0
8622,0.5,1.0,0,1,1,0
8623,0.0,1.0,0,0,1,0
8624,0.5,0.0,1,0,1,1
8625,1.0,0.25,1,1,0,1
8626,0.5,0.0,1,1,0,1
8627,0.5,0.75,0,1,1,0
8628,0.0,0.75,1,0,1,0
8629,1.0,0.0,1,1,1,1
8630,1.0,0.5,1,1,0,1
8631,1.0,1.0,1,1,1,1
8632,0.0,0.5,0,0,1,0
8633,0.5,0.25,1,0,1,1
8634,0.0,0.25,0,1,1,0
8635,0.5,0.75,1,0,1,0
8636,0.0,0.5,0,1,1,0
8637,1.0,0.25,1,1,1,1
8638,0.0,0.25,1,0,1,0
8639,0.0,0.5,0,0,1,0
8640,0.5,1.0,0,1,0,0
8641,1.0,0.5,0,1,1,0
8642,0.5,0.5,0,0,1,1
8643,0.0,1.0,1,0,1,0
8644,0.0,0.25,0,0,1,0
8645,0.5,0.25,1,1,1,1
8646,0.5,0.0,0,1,1,0
8647,0.0,0.75,0,0,1,0
8648,1.0,0.25,1,1,1,1
8649,0.0,1.0,1,0,0,0
8650,1.0,0.75,0,1,0,0
8651,0.5,1.0,1,1,1,0
8652,0.0,0.75,1,0,0,0
8653,1.0,0.25,0,0,0,0
8654,1.0,1.0,0,1,1,1
8655,0.0,0.75,1,1,0,0
8656,0.5,0.75,0,1,0,0
8657,1.0,0.75,0,0,0,0
8658,0.5,0.0,1,1,0,1
8659,1.0,0.25,1,0,1,1
8660,0.0,1.0,0,1,0,0
8661,1.0,0.5,1,1,0,1
8662,1.0,0.0,1,0,0,1
8663,0.0,1.0,0,1,0,0
8664,1.0,0.75,0,1,0,0
8665,0.5,0.25,1,1,0,1
8666,0.5,0.25,1,0,1,1
8667,1.0,0.0,1,1,1,1
8668,0.0,0.0,0,1,1,1
8669,1.0,0.75,0,0,1,0
8670,0.0,0.5,1,1,0,0
8671,1.0,0.75,1,1,0,1
8672,0.5,0.0,1,1,1,1
8673,0.5,0.5,0,1,1,1
8674,1.0,0.25,1,0,0,1
8675,0.0,1.0,1,1,1,0
8676,0.5,0.0,0,0,0,0
8677,0.5,0.5,1,1,0,1
8678,0.5,0.75,0,1,1,0
8679,1.0,1.0,1,1,0,1
8680,1.0,0.75,0,1,1,0
8681,0.5,0.5,1,1,1,1
8682,0.5,1.0,1,0,0,0
8683,0.0,0.75,0,1,1,0
8684,0.5,0.75,0,0,0,0
8685,1.0,1.0,0,0,0,1
8686,0.5,0.75,1,0,1,0
8687,0.5,1.0,0,0,0,0
8688,0.5,0.5,1,1,1,1
8689,0.5,0.75,1,0,1,0
8690,1.0,0.25,1,1,1,1
8691,1.0,0.25,1,0,1,1
8692,1.0,1.0,0,1,1,1
8693,0.5,0.5,1,1,0,1
8694,1.0,0.5,0,1,0,0
8695,0.0,0.5,0,1,0,0
8696,0.0,0.75,0,0,1,0
8697,1.0,0.5,0,1,0,0
8698,0.5,1.0,0,1,1,0
8699,0.0,0.5,1,0,0,0
8700,1.0,0.75,0,1,0,0
8701,0.0,1.0,1,0,1,0
8702,0.0,0.75,1,0,0,0
8703,1.0,1.0,1,1,0,1
8704,1.0,0.5,0,1,0,0
8705,0.5,0.25,1,1,1,1
8706,0.0,1.0,0,1,0,0
8707,0.5,1.0,0,0,1,0
8708,0.5,0.75,1,1,0,0
8709,0.5,0.75,0,1,1,0
8710,0.5,0.75,1,0,0,0
8711,0.0,0.25,1,1,0,0
8712,0.0,1.0,0,1,0,0
8713,1.0,1.0,1,0,1,1
8714,1.0,0.75,0,1,0,0
8715,1.0,0.0,1,0,1,1
8716,1.0,1.0,1,0,0,1
8717,1.0,0.0,0,1,1,0
8718,0.5,1.0,1,1,0,0
8719,1.0,0.25,0,1,1,0
8720,0.5,0.5,0,1,1,1
8721,0.5,0.0,0,0,1,0
8722,0.5,0.75,0,1,1,0
8723,0.5,0.0,0,1,1,0
8724,0.0,0.5,1,1,0,0
8725,1.0,0.25,1,0,1,1
8726,0.5,0.25,0,1,1,0
8727,1.0,0.25,0,1,0,0
8728,0.0,0.0,0,0,0,1
8729,0.0,0.5,1,1,0,0
8730,1.0,0.0,1,1,0,1
8731,0.0,1.0,1,1,0,0
8732,0.5,0.0,0,1,0,0
8733,1.0,0.25,0,1,1,0
8734,0.0,0.5,1,1,0,0
8735,1.0,1.0,0,1,0,1
8736,0.5,0.75,1,0,0,0
8737,0.5,0.25,1,1,0,1
8738,0.0,0.5,1,1,1,0
8739,0.0,0.0,0,0,1,1
8740,1.0,0.25,1,0,1,1
8741,0.0,0.5,0,1,0,0
8742,1.0,0.25,1,0,0,1
8743,0.5,0.5,1,1,1,1
8744,1.0,0.5,0,1,1,0
8745,1.0,0.0,1,0,0,1
8746,0.0,0.0,0,1,1,1
8747,0.5,1.0,0,0,0,0
8748,0.0,0.75,1,1,0,0
8749,0.0,1.0,0,1,1,0
8750,1.0,0.75,1,0,1,1
8751,1.0,0.0,0,1,0,0
8752,1.0,1.0,1,0,0,1
8753,1.0,0.75,1,1,1,1
8754,0.0,1.0,1,0,1,0
8755,0.0,0.75,0,0,0,0
8756,1.0,1.0,0,1,0,1
8757,0.5,0.25,1,1,1,1
8758,0.5,0.25,1,0,0,1
8759,0.0,0.0,0,0,0,1
8760,1.0,0.0,1,0,1,1
8761,1.0,0.0,1,1,1,1
8762,1.0,0.5,0,0,0,0
8763,0.5,1.0,0,1,1,0
8764,0.0,0.75,0,0,0,0
8765,0.0,0.25,1,0,0,0
8766,0.5,0.0,1,0,1,1
8767,0.5,1.0,1,0,0,0
8768,0.5,0.25,1,1,1,1
8769,1.0,0.5,1,1,0,1
8770,0.0,0.25,0,0,0,0
8771,1.0,0.5,0,1,1,0
8772,1.0,0.25,1,0,1,1
8773,0.5,0.5,0,1,1,1
8774,0.5,1.0,0,0,1,0
8775,0.5,1.0,0,0,1,0
8776,0.5,0.75,0,0,1,0
8777,1.0,0.5,1,1,0,1
8778,1.0,0.25,1,1,0,1
8779,0.5,1.0,1,1,0,0
8780,0.5,0.0,1,0,1,1
8781,0.5,0.0,0,0,0,0
8782,1.0,0.0,1,0,0,1
8783,0.0,0.0,0,1,1,1
8784,1.0,0.5,1,0,1,1
8785,1.0,0.5,0,1,0,0
8786,0.0,0.25,1,1,1,0
8787,0.0,0.25,1,1,0,0
8788,1.0,0.25,0,0,1,0
8789,1.0,0.75,0,1,0,0
8790,0.5,1.0,1,1,1,0
8791,0.5,1.0,1,0,1,0
8792,0.5,0.5,0,1,1,1
8793,0.0,0.0,0,1,0,1
8794,0.0,0.0,0,1,0,1
8795,1.0,0.5,1,1,0,1
8796,0.5,0.25,0,0,0,0
8797,0.5,0.75,0,0,0,0
8798,0.5,0.25,0,0,1,0
8799,0.0,0.0,1,0,0,1
8800,0.5,0.25,0,1,1,0
8801,0.5,0.25,0,0,0,0
8802,0.5,0.5,0,0,0,1
8803,0.5,0.0,0,1,0,0
8804,0.5,0.75,1,1,0,0
8805,0.5,0.75,0,1,0,0
8806,0.0,0.75,0,1,1,0
8807,1.0,0.75,0,0,1,0
8808,0.0,0.0,0,1,1,1
8809,1.0,1.0,1,0,1,1
8810,0.5,0.0,0,1,1,0
8811,0.5,0.0,0,0,1,0
8812,0.5,0.0,0,1,1,0
8813,0.5,0.0,0,0,0,0
8814,1.0,1.0,1,1,1,1
8815,0.5,0.0,0,1,0,0
8816,1.0,0.0,1,0,1,1
8817,1.0,0.75,0,0,1,0
8818,0.0,0.5,1,0,0,0
8819,0.5,0.75,1,1,0,0
8820,0.0,0.75,1,0,0,0
8821,0.0,0.75,0,0,1,0
8822,1.0,0.0,0,0,0,0
8823,1.0,0.75,1,1,0,1
8824,1.0,0.25,0,0,0,0
8825,0.5,0.0,0,1,0,0
8826,0.0,0.5,0,0,0,0
8827,0.0,0.75,0,1,1,0
8828,0.0,0.25,0,1,0,0
8829,0.5,0.75,1,1,1,0
8830,0.0,0.5,1,1,0,0
8831,0.5,0.25,1,1,0,1
8832,0.0,1.0,0,0,1,0
8833,0.0,0.75,0,1,0,0
8834,0.5,1.0,0,0,0,0
8835,1.0,0.0,1,0,0,1
8836,0.5,1.0,1,0,0,0
8837,0.0,0.0,1,0,1,1
8838,0.0,0.25,0,1,0,0
8839,1.0,0.0,0,1,0,0
8840,0.5,0.25,1,0,1,1
8841,0.5,0.0,0,0,0,0
8842,0.0,0.25,0,0,1,0
8843,1.0,0.75,1,0,0,1
8844,0.5,0.5,1,1,1,1
8845,0.5,0.5,1,0,0,1
8846,1.0,0.5,1,1,0,1
8847,0.5,0.25,1,1,1,1
8848,0.0,0.75,1,0,1,0
8849,0.0,0.25,0,1,1,0
8850,0.0,0.0,1,0,1,1
8851,0.0,0.0,0,1,0,1
8852,0.0,0.0,0,0,1,1
8853,1.0,1.0,1,1,0,1
8854,1.0,0.0,1,0,1,1
8855,0.5,0.75,0,0,1,0
8856,1.0,0.5,0,0,1,0
8857,0.0,0.0,1,1,0,1
8858,0.5,0.25,1,1,0,1
8859,1.0,1.0,1,1,0,1
8860,0.0,0.0,1,1,1,1
8861,0.0,0.0,0,1,0,1
8862,0.5,0.5,0,0,1,1
8863,0.0,0.25,0,1,1,0
8864,1.0,0.5,0,0,0,0
8865,0.5,0.75,1,1,0,0
8866,0.0,0.25,1,1,1,0
8867,1.0,0.25,1,0,1,1
8868,0.5,0.25,1,1,0,1
8869,0.5,0.75,0,0,0,0
8870,0.0,0.0,1,0,0,1
8871,0.0,0.0,0,0,1,1
8872,0.0,0.25,1,1,1,0
8873,1.0,0.0,0,0,1,0
8874,1.0,0.25,0,1,1,0
8875,0.0,1.0,0,1,1,0
8876,1.0,0.0,1,1,0,1
8877,1.0,0.5,1,0,0,1
8878,0.0,0.75,0,1,0,0
8879,0.5,0.5,0,1,1,1
8880,0.5,1.0,0,1,0,0
8881,0.0,0.75,1,1,0,0
8882,0.5,0.25,1,1,1,1
8883,1.0,0.25,1,1,1,1
8884,1.0,0.25,0,1,0,0
8885,0.0,0.75,1,1,0,0
8886,1.0,0.25,1,1,0,1
8887,0.5,0.25,0,1,0,0
8888,0.5,0.0,0,0,1,0
8889,1.0,1.0,1,0,0,1
8890,0.0,0.75,1,0,1,0
8891,0.0,0.75,0,0,0,0
8892,0.5,0.5,1,1,0,1
8893,0.5,1.0,0,0,0,0
8894,1.0,1.0,0,1,1,1
8895,0.0,0.0,1,0,1,1
8896,0.0,0.0,0,1,0,1
8897,0.0,0.25,0,1,1,0
8898,1.0,1.0,0,0,1,1
8899,0.5,1.0,0,0,0,0
8900,0.0,0.25,1,1,1,0
8901,0.5,0.5,0,1,0,1
8902,1.0,1.0,1,0,1,1
8903,0.5,0.0,1,1,1,1
8904,1.0,1.0,1,1,1,1
8905,0.0,0.5,1,0,0,0
8906,1.0,0.0,1,0,1,1
8907,0.5,0.5,1,0,0,1
8908,0.5,0.0,1,0,1,1
8909,1.0,0.75,0,1,1,0
8910,0.5,0.5,1,0,1,1
8911,0.0,0.75,1,0,0,0
8912,0.5,1.0,1,0,0,0
8913,0.5,0.5,1,1,1,1
8914,0.0,1.0,0,1,0,0
8915,1.0,0.5,0,1,0,0
8916,0.0,1.0,1,1,1,0
8917,0.0,0.0,0,0,1,1
8918,0.5,0.75,0,0,0,0
8919,0.0,0.5,0,0,1,0
8920,0.5,1.0,1,1,0,0
8921,0.5,0.75,0,1,1,0
8922,0.0,1.0,1,1,1,0
8923,0.5,0.0,0,1,1,0
8924,1.0,0.0,1,0,0,1
8925,0.0,1.0,0,1,0,0
8926,0.5,0.25,0,0,0,0
8927,0.0,1.0,0,1,0,0
8928,0.0,0.0,1,0,1,1
8929,0.5,0.25,0,1,1,0
8930,1.0,0.0,0,1,0,0
8931,0.0,1.0,1,0,0,0
8932,0.0,1.0,0,1,1,0
8933,0.0,0.0,1,1,0,1
8934,0.0,0.75,0,0,0,0
8935,1.0,1.0,1,0,0,1
8936,0.5,0.75,0,0,1,0
8937,0.0,0.25,1,0,0,0
8938,0.5,0.75,0,0,1,0
8939,0.0,0.5,1,0,1,0
8940,1.0,0.0,1,1,0,1
8941,0.5,0.0,1,0,0,1
8942,1.0,0.75,0,0,1,0
8943,1.0,0.75,1,0,0,1
8944,0.0,0.5,0,1,1,0
8945,1.0,0.5,0,1,1,0
8946,1.0,0.75,0,0,0,0
8947,0.5,0.25,1,1,0,1
8948,0.5,1.0,1,1,1,0
8949,0.0,1.0,0,1,0,0
8950,0.0,0.5,0,0,1,0
8951,1.0,0.25,0,1,1,0
8952,0.0,1.0,0,0,1,0
8953,0.0,0.5,0,0,0,0
8954,0.0,0.25,0,1,0,0
8955,1.0,1.0,0,1,0,1
8956,0.5,1.0,0,1,0,0
8957,0.5,0.75,1,0,0,0
8958,1.0,0.25,1,1,1,1
8959,0.0,1.0,1,1,0,0
8960,0.0,0.0,0,1,1,1
8961,0.0,1.0,0,0,0,0
8962,0.0,0.5,0,1,0,0
8963,0.5,0.5,1,1,1,1
8964,0.0,0.5,0,0,1,0
8965,0.0,0.5,0,1,1,0
8966,0.5,0.25,1,0,0,1
8967,1.0,1.0,0,0,0,1
8968,0.0,0.5,1,1,1,0
8969,0.5,0.25,0,1,1,0
8970,1.0,0.25,1,1,1,1
8971,1.0,1.0,0,0,1,1
8972,0.0,0.25,1,1,0,0
8973,1.0,0.75,1,0,1,1
8974,0.5,1.0,1,1,0,0
8975,1.0,0.25,0,1,1,0
8976,1.0,0.0,1,1,0,1
8977,0.0,0.25,1,0,1,0
8978,0.0,0.75,1,0,0,0
8979,0.5,0.25,1,0,0,1
8980,1.0,0.75,0,0,1,0
8981,0.5,0.75,1,1,0,0
8982,0.5,0.25,0,0,0,0
8983,1.0,0.0,1,1,1,1
8984,0.5,0.75,1,1,0,0
8985,0.0,0.0,1,0,0,1
8986,0.0,0.0,1,1,0,1
8987,0.5,0.25,1,0,1,1
8988,0.5,0.5,1,1,1,1
8989,0.0,0.0,1,0,1,1
8990,0.5,0.25,1,0,0,1
8991,1.0,1.0,0,0,0,1
8992,0.5,0.75,1,1,1,0
8993,1.0,1.0,1,1,0,1
8994,0.5,1.0,0,1,1,0
8995,1.0,0.0,0,0,1,0
8996,0.0,0.5,1,1,0,0
8997,1.0,0.0,1,1,0,1
8998,0.5,0.5,1,1,1,1
8999,0.5,0.75,1,0,0,0
9000,0.5,0.5,0,0,1,1
