,Unnamed: 0,x1,x2,x3,x4,x5
5063,5063,0.5,1.0,1,1,1
15053,15053,0.0,0.5,1,1,0
21225,21225,0.0,0.75,0,1,1
3677,3677,1.0,0.75,1,0,1
115,115,1.0,0.25,1,1,0
27420,27420,0.0,0.75,1,1,1
20935,20935,1.0,0.0,0,1,1
25158,25158,1.0,0.25,1,0,0
9782,9782,0.5,0.0,1,1,0
25834,25834,1.0,0.0,1,1,0
7127,7127,0.0,0.0,1,0,1
18059,18059,0.0,1.0,0,1,0
19251,19251,0.5,0.0,1,0,1
27036,27036,0.0,0.25,0,0,0
15755,15755,0.5,0.25,1,1,1
23354,23354,0.5,1.0,0,0,0
4632,4632,1.0,0.5,0,1,1
20637,20637,0.5,0.75,0,1,1
3734,3734,1.0,0.0,1,1,1
15955,15955,0.0,0.5,0,0,1
3500,3500,0.5,0.0,0,0,0
25658,25658,0.5,1.0,0,0,1
11596,11596,1.0,0.0,1,1,0
24085,24085,0.5,0.25,0,0,1
25159,25159,1.0,0.0,1,0,0
2122,2122,0.0,0.75,0,0,0
16318,16318,1.0,0.5,1,1,1
628,628,0.0,0.5,1,0,1
20072,20072,0.0,0.25,1,1,0
9018,9018,1.0,0.25,1,0,0
4589,4589,1.0,1.0,0,0,0
17378,17378,0.0,0.5,0,1,0
1250,1250,1.0,1.0,1,0,1
25610,25610,0.0,1.0,0,0,1
15096,15096,0.0,0.5,1,0,0
9802,9802,0.5,1.0,0,1,1
18387,18387,1.0,0.5,1,1,0
25178,25178,0.0,0.0,1,0,0
16630,16630,0.5,0.25,1,1,1
12349,12349,0.5,0.5,1,1,1
12017,12017,1.0,0.25,0,0,1
26354,26354,0.5,1.0,1,0,1
4235,4235,1.0,0.5,1,1,0
20977,20977,1.0,0.5,1,0,1
7480,7480,1.0,0.5,0,1,1
11415,11415,0.5,0.75,1,0,1
4683,4683,1.0,0.0,1,1,1
6479,6479,0.0,1.0,1,0,1
15461,15461,0.0,0.0,0,0,1
21679,21679,0.0,1.0,1,0,1
4915,4915,0.5,0.0,1,1,0
23444,23444,0.5,0.5,0,0,0
21206,21206,0.0,0.25,1,1,1
4808,4808,0.5,0.75,1,0,1
17730,17730,0.5,0.0,0,0,0
7550,7550,0.5,0.75,0,1,1
9860,9860,0.5,1.0,1,0,1
13948,13948,1.0,1.0,0,0,0
25318,25318,1.0,1.0,0,1,0
4772,4772,1.0,0.25,0,0,0
8527,8527,0.0,0.75,0,0,0
6112,6112,0.5,0.0,1,0,1
7726,7726,0.0,0.0,0,1,0
18529,18529,0.0,0.25,1,1,0
12616,12616,1.0,1.0,0,0,0
7803,7803,0.5,0.25,1,1,0
15263,15263,1.0,1.0,1,0,1
5310,5310,0.5,0.25,0,1,1
24529,24529,0.5,1.0,0,0,1
20512,20512,1.0,0.0,0,1,0
6181,6181,1.0,0.5,1,0,1
25813,25813,0.0,0.5,1,0,0
4919,4919,0.0,0.25,0,1,1
11579,11579,1.0,0.0,0,1,0
7091,7091,0.0,0.5,0,0,0
15050,15050,0.0,0.5,1,1,1
10425,10425,1.0,1.0,0,1,1
20612,20612,0.5,0.25,0,1,1
20566,20566,0.0,1.0,1,1,1
16799,16799,0.0,0.0,0,0,1
28642,28642,0.0,0.75,0,1,1
7293,7293,0.5,0.5,0,1,1
8073,8073,1.0,0.0,1,1,0
12684,12684,0.5,0.25,1,1,1
23814,23814,0.5,0.75,0,1,1
20112,20112,1.0,0.25,0,1,0
23769,23769,1.0,1.0,0,1,1
21179,21179,0.0,0.75,1,0,1
22878,22878,0.0,0.5,0,0,1
22174,22174,0.5,0.75,1,0,1
11664,11664,1.0,0.25,0,1,0
24718,24718,1.0,0.75,0,0,1
1993,1993,0.0,0.75,1,0,1
14462,14462,0.5,0.75,1,0,1
13003,13003,0.0,0.5,0,1,1
20253,20253,0.5,1.0,0,0,0
14424,14424,1.0,1.0,0,0,0
3747,3747,1.0,1.0,1,1,1
15540,15540,1.0,0.5,0,1,0
22979,22979,0.0,1.0,1,1,0
13225,13225,1.0,1.0,0,1,1
3886,3886,0.0,0.0,1,0,0
26835,26835,0.5,0.75,0,1,0
6043,6043,0.0,1.0,0,1,1
29496,29496,0.0,0.5,1,0,1
2495,2495,0.0,0.75,1,0,1
4678,4678,1.0,1.0,1,1,1
4719,4719,1.0,0.25,0,1,1
16258,16258,0.0,0.75,0,1,1
24690,24690,0.0,1.0,0,1,0
29246,29246,0.5,0.25,0,1,0
20743,20743,1.0,0.5,1,0,1
11794,11794,0.0,0.0,1,0,0
15552,15552,0.5,0.5,0,0,0
3881,3881,1.0,0.0,0,0,0
9090,9090,0.0,0.75,1,1,1
25985,25985,0.0,0.5,0,1,1
12013,12013,1.0,0.25,0,0,1
6135,6135,0.5,0.0,0,0,1
28036,28036,0.5,0.0,0,0,0
26204,26204,1.0,0.25,0,1,1
14859,14859,0.0,0.75,1,1,1
16882,16882,1.0,1.0,1,0,1
13125,13125,1.0,0.25,1,1,0
217,217,0.5,1.0,0,0,0
11135,11135,1.0,0.25,0,0,0
27495,27495,1.0,0.0,1,0,0
8100,8100,1.0,0.0,0,0,0
2678,2678,0.5,1.0,1,1,0
26979,26979,1.0,1.0,0,1,1
340,340,1.0,0.75,0,1,0
17927,17927,0.5,0.5,1,0,1
27724,27724,0.5,0.5,0,1,0
16606,16606,0.5,0.0,1,1,1
1437,1437,0.5,0.0,1,0,0
13916,13916,1.0,0.25,0,1,0
10629,10629,1.0,0.25,0,0,1
27524,27524,0.5,0.5,0,1,1
1889,1889,0.5,0.25,0,0,0
4893,4893,1.0,0.5,0,0,0
20436,20436,0.5,0.75,0,0,0
14735,14735,1.0,0.5,1,0,0
16580,16580,1.0,0.0,0,1,0
3436,3436,0.5,0.5,0,0,0
22711,22711,0.5,0.0,0,1,0
15761,15761,0.5,0.5,0,1,0
27485,27485,0.5,0.0,1,1,1
19305,19305,0.0,0.0,0,1,0
21144,21144,1.0,0.0,1,1,1
23863,23863,0.5,1.0,1,0,0
12018,12018,1.0,1.0,0,0,0
25864,25864,0.5,0.0,1,1,0
7021,7021,0.5,0.5,0,1,1
24046,24046,0.0,0.0,1,0,0
7999,7999,0.5,0.25,1,0,0
8971,8971,0.0,1.0,0,1,1
9951,9951,0.5,0.75,1,1,0
11098,11098,0.5,0.0,1,0,0
9779,9779,0.0,0.75,0,1,1
14402,14402,1.0,0.75,1,1,0
10721,10721,0.0,0.75,0,1,0
3558,3558,0.0,0.75,0,1,1
21176,21176,1.0,0.5,1,1,0
13784,13784,0.0,0.25,1,0,1
9129,9129,0.5,0.25,1,0,1
23369,23369,0.5,0.25,0,0,0
19897,19897,1.0,0.25,0,0,0
393,393,1.0,0.0,0,1,1
9359,9359,0.0,0.75,0,0,0
12399,12399,1.0,0.0,0,0,0
15363,15363,0.0,0.5,0,1,0
29858,29858,1.0,0.0,0,0,1
5435,5435,0.5,1.0,1,1,0
8683,8683,0.0,0.5,1,0,0
15958,15958,0.5,0.25,0,1,1
19563,19563,0.0,0.5,1,0,1
16953,16953,0.0,0.25,0,0,1
1946,1946,0.5,1.0,0,1,1
21501,21501,0.0,0.75,0,1,1
10591,10591,0.5,0.25,1,1,1
11026,11026,0.5,0.75,1,1,1
28759,28759,0.0,0.0,0,0,0
5264,5264,0.0,1.0,1,0,0
18630,18630,0.0,1.0,1,1,0
29186,29186,1.0,0.0,0,1,0
28769,28769,0.0,0.25,0,1,0
6735,6735,1.0,0.75,0,0,0
5871,5871,1.0,0.25,0,0,1
22722,22722,1.0,0.5,1,0,1
11339,11339,1.0,0.0,0,1,0
3021,3021,0.5,0.75,0,0,0
20053,20053,0.0,0.5,0,1,1
24824,24824,1.0,0.25,1,1,1
15151,15151,0.5,0.25,0,0,1
6517,6517,0.0,0.25,0,1,0
13208,13208,0.5,1.0,0,0,0
13353,13353,1.0,0.25,1,1,1
23710,23710,0.0,0.5,0,0,0
23386,23386,0.5,0.0,1,1,0
2549,2549,0.5,0.5,0,1,1
19617,19617,1.0,0.0,1,0,1
9880,9880,1.0,1.0,1,1,1
9290,9290,0.5,0.0,0,1,1
8359,8359,0.5,1.0,1,1,1
17963,17963,1.0,1.0,0,0,0
26241,26241,0.0,0.0,0,0,1
25581,25581,0.0,0.75,1,0,0
778,778,0.5,0.0,1,0,1
8052,8052,1.0,0.5,1,1,0
20728,20728,0.5,1.0,1,0,0
14996,14996,0.0,0.75,0,0,1
4003,4003,1.0,0.75,1,1,0
11132,11132,0.5,0.75,1,0,1
28310,28310,0.0,0.5,1,1,1
8834,8834,1.0,0.75,0,1,1
24734,24734,0.5,0.75,0,1,1
14226,14226,0.0,0.0,0,1,1
13362,13362,1.0,0.0,0,1,0
29436,29436,0.0,0.75,1,0,1
10028,10028,1.0,0.0,0,0,0
9036,9036,0.0,0.75,0,0,0
8866,8866,0.0,1.0,1,1,0
20820,20820,0.5,0.5,1,0,0
3841,3841,0.5,0.5,0,0,1
12333,12333,0.5,0.25,0,1,1
11803,11803,0.5,0.5,1,0,1
29916,29916,0.5,0.5,0,0,1
12605,12605,0.5,0.75,1,0,0
2638,2638,0.0,1.0,1,1,1
19863,19863,1.0,0.5,0,0,1
17742,17742,0.5,1.0,0,0,0
3177,3177,0.5,1.0,0,0,0
13994,13994,0.0,0.25,1,1,1
11521,11521,1.0,0.25,0,0,0
22020,22020,1.0,0.5,0,0,1
5537,5537,1.0,1.0,1,1,1
28509,28509,0.0,0.5,0,1,1
11991,11991,0.5,0.25,0,0,0
22639,22639,1.0,0.25,1,1,0
4611,4611,0.5,0.0,1,1,1
5298,5298,0.0,0.5,1,1,0
18941,18941,0.5,0.25,0,1,1
22328,22328,1.0,1.0,0,0,1
13610,13610,0.5,0.0,0,1,1
18303,18303,0.5,1.0,0,1,0
29088,29088,0.5,1.0,1,1,1
14755,14755,0.0,1.0,1,1,0
3828,3828,0.0,1.0,1,0,1
26968,26968,1.0,0.75,0,1,1
15315,15315,0.5,0.25,1,1,1
12989,12989,0.5,1.0,1,0,1
1837,1837,0.5,0.5,0,1,1
5287,5287,1.0,1.0,0,1,0
20251,20251,1.0,0.5,0,1,0
13055,13055,0.5,0.25,1,1,1
16685,16685,0.5,0.0,1,0,0
460,460,0.5,0.0,0,1,0
10438,10438,0.5,0.25,0,0,1
20798,20798,1.0,0.25,1,1,1
14050,14050,1.0,1.0,0,1,1
22599,22599,0.0,0.0,0,0,1
21947,21947,0.5,0.25,0,1,1
27673,27673,0.0,1.0,1,0,1
22224,22224,1.0,0.25,1,1,1
19580,19580,1.0,0.25,1,0,1
9053,9053,0.0,0.5,1,0,1
25005,25005,0.5,1.0,0,1,0
25332,25332,0.5,0.25,1,1,1
1051,1051,1.0,0.0,1,0,0
10129,10129,1.0,0.25,1,0,1
24079,24079,0.5,0.5,1,0,0
10773,10773,0.0,0.0,0,1,1
1068,1068,1.0,0.75,0,1,1
20484,20484,0.5,0.25,0,1,0
6716,6716,0.0,0.0,0,0,1
823,823,1.0,1.0,0,0,0
6717,6717,0.5,0.0,0,0,1
10628,10628,0.0,0.75,0,0,0
212,212,0.5,0.0,1,0,1
28266,28266,0.0,0.25,1,1,1
4219,4219,1.0,0.0,1,0,1
2836,2836,0.0,1.0,1,1,0
26313,26313,0.0,0.0,1,0,0
25076,25076,1.0,1.0,1,0,1
6469,6469,0.5,0.25,1,1,1
23008,23008,0.0,0.5,1,0,1
19156,19156,1.0,0.75,1,1,1
28727,28727,0.5,0.25,1,1,1
3715,3715,0.0,0.5,1,1,0
4760,4760,0.5,1.0,0,0,0
17265,17265,0.0,1.0,1,0,1
15169,15169,0.0,0.25,0,1,0
28967,28967,1.0,0.0,0,0,1
16232,16232,0.5,0.25,1,0,0
5222,5222,0.0,0.75,1,1,0
4130,4130,0.5,0.5,1,0,1
9214,9214,1.0,0.25,1,1,1
28780,28780,0.5,0.75,0,0,1
20836,20836,0.0,0.5,0,0,1
18586,18586,0.5,0.25,1,0,0
9958,9958,0.0,0.75,0,1,0
17693,17693,0.5,0.0,1,0,0
12517,12517,0.5,0.25,1,1,0
8231,8231,1.0,0.5,1,1,0
23019,23019,0.5,0.5,0,1,1
22391,22391,0.0,0.75,0,0,0
1826,1826,0.5,0.5,1,1,0
8463,8463,0.0,1.0,1,0,0
7219,7219,0.0,0.75,1,1,0
6105,6105,0.0,0.25,1,1,0
17684,17684,0.0,0.75,1,0,0
28953,28953,0.0,1.0,1,0,1
8308,8308,0.5,0.0,0,1,1
2869,2869,1.0,0.0,1,0,1
10599,10599,0.5,0.75,1,1,0
18700,18700,0.0,1.0,0,0,0
2618,2618,0.0,0.25,0,1,1
8283,8283,0.5,1.0,0,1,1
4385,4385,0.5,0.5,1,0,0
3388,3388,0.5,0.75,0,1,1
9072,9072,0.0,0.25,0,0,1
10449,10449,0.0,0.0,1,1,0
29308,29308,0.0,0.5,0,0,1
20881,20881,0.5,0.25,0,0,0
15336,15336,1.0,0.75,0,1,1
23598,23598,0.0,0.0,1,0,1
20035,20035,1.0,0.75,0,0,0
26280,26280,0.5,0.75,0,1,1
13108,13108,1.0,0.25,0,1,1
13607,13607,0.0,0.75,0,1,0
22217,22217,0.5,0.0,0,1,0
11783,11783,1.0,0.75,1,1,0
26852,26852,0.5,0.0,1,1,1
18726,18726,0.5,1.0,0,0,0
2866,2866,0.5,0.25,1,1,0
21283,21283,0.5,0.5,0,1,1
11045,11045,0.5,0.5,0,1,0
8522,8522,1.0,0.0,1,0,0
20496,20496,1.0,0.0,1,1,1
24171,24171,0.0,0.0,1,0,1
11768,11768,0.5,0.0,1,1,0
1493,1493,0.0,0.25,0,0,1
27717,27717,0.0,0.25,1,0,0
28652,28652,0.5,0.0,1,1,0
20420,20420,0.0,0.25,0,1,0
5659,5659,1.0,0.5,0,0,1
9085,9085,0.5,0.0,0,1,0
15530,15530,0.5,0.25,1,1,1
20897,20897,0.0,0.0,1,1,0
21984,21984,0.5,1.0,0,1,0
1063,1063,1.0,0.75,0,1,0
29448,29448,0.0,1.0,1,0,1
21349,21349,0.0,0.0,0,0,1
8626,8626,1.0,0.5,0,1,1
24722,24722,0.0,1.0,0,0,1
20847,20847,0.0,0.5,1,1,1
16036,16036,0.0,1.0,1,1,1
29387,29387,0.5,0.75,1,1,1
10547,10547,0.0,0.5,0,1,0
16654,16654,0.0,0.5,0,1,1
13580,13580,0.5,1.0,1,1,1
15071,15071,0.5,1.0,1,1,1
21086,21086,0.5,0.0,1,1,1
18464,18464,0.5,1.0,1,0,0
25116,25116,1.0,0.0,1,1,0
14237,14237,0.0,0.75,1,0,0
11908,11908,1.0,0.25,1,0,0
20883,20883,0.5,0.25,1,1,0
28034,28034,0.5,0.5,0,0,0
23618,23618,0.5,1.0,0,1,1
21804,21804,0.5,0.5,1,0,0
10733,10733,0.5,0.5,0,1,1
2302,2302,1.0,1.0,0,0,0
10246,10246,1.0,0.75,0,0,1
17185,17185,1.0,0.5,1,1,1
6919,6919,1.0,1.0,0,1,0
14193,14193,0.0,0.25,0,1,1
16248,16248,1.0,1.0,0,1,1
23013,23013,0.0,0.0,1,0,1
16733,16733,1.0,0.5,1,0,0
17283,17283,1.0,0.25,1,1,0
7597,7597,0.5,0.5,0,0,0
7968,7968,0.5,1.0,1,0,1
26433,26433,0.0,0.0,0,1,0
24907,24907,1.0,0.75,0,1,0
29145,29145,0.0,0.25,0,0,1
570,570,0.5,0.75,0,1,1
18465,18465,0.5,0.5,1,1,1
22794,22794,0.5,0.0,0,1,0
16208,16208,0.5,1.0,1,0,0
24832,24832,1.0,0.0,1,0,0
834,834,0.0,0.25,1,1,0
18400,18400,0.0,0.75,1,0,1
7065,7065,0.5,0.0,0,0,1
27634,27634,1.0,1.0,1,1,0
24292,24292,0.0,0.75,0,1,1
9310,9310,1.0,0.5,1,1,1
14889,14889,1.0,0.5,0,1,1
3521,3521,0.5,0.0,1,1,1
17210,17210,0.5,0.75,0,1,1
26014,26014,1.0,0.25,0,1,1
10608,10608,1.0,0.25,1,1,1
16261,16261,1.0,0.5,1,0,0
9760,9760,0.5,1.0,0,0,1
3238,3238,0.5,1.0,0,1,0
1271,1271,0.5,1.0,0,0,0
21184,21184,0.5,0.5,0,1,0
29321,29321,0.0,0.5,1,0,0
18873,18873,1.0,0.0,1,0,0
26909,26909,0.5,0.0,1,1,1
22419,22419,0.0,0.0,1,1,0
29913,29913,0.0,0.75,1,0,0
666,666,0.5,0.75,0,0,1
11661,11661,1.0,0.0,1,1,1
6904,6904,0.5,0.25,1,0,0
14163,14163,0.0,0.5,1,1,0
23720,23720,1.0,1.0,1,1,0
14468,14468,1.0,0.5,0,0,0
12827,12827,1.0,0.0,0,0,0
24993,24993,0.0,0.5,1,0,1
11867,11867,0.0,0.25,1,0,0
24334,24334,0.0,0.75,0,1,0
14827,14827,0.5,1.0,0,1,1
185,185,0.5,0.25,0,1,1
19399,19399,0.5,0.75,0,1,1
18530,18530,0.5,0.75,0,0,0
15427,15427,0.0,0.0,0,0,1
8480,8480,1.0,0.5,1,1,0
14551,14551,0.0,0.5,1,0,1
16117,16117,0.5,0.0,1,0,0
4696,4696,1.0,0.75,1,0,1
23311,23311,0.0,0.5,1,1,0
6336,6336,0.5,1.0,1,1,0
1230,1230,0.0,0.75,0,0,1
29330,29330,0.5,1.0,1,1,1
2870,2870,1.0,0.75,0,1,1
15949,15949,1.0,0.25,0,1,0
24542,24542,0.5,0.25,0,1,0
202,202,1.0,0.75,0,1,0
22065,22065,0.5,0.75,1,1,0
24121,24121,1.0,1.0,0,0,0
23317,23317,0.0,0.25,0,1,0
20530,20530,0.5,0.25,1,1,0
26074,26074,1.0,1.0,1,0,1
17779,17779,0.5,0.0,1,0,0
10353,10353,0.5,1.0,1,1,0
17549,17549,0.5,0.25,0,0,1
28520,28520,0.0,0.25,1,1,1
3972,3972,1.0,0.5,0,1,1
13817,13817,1.0,0.0,0,1,0
24768,24768,1.0,1.0,0,1,0
20290,20290,0.5,0.5,0,0,1
18101,18101,1.0,0.25,1,1,1
16988,16988,0.5,0.25,0,1,1
20562,20562,0.0,0.0,0,1,0
27812,27812,0.5,0.75,1,0,1
8094,8094,1.0,0.75,1,0,1
24417,24417,0.0,1.0,0,1,0
24161,24161,0.0,0.75,1,1,1
6210,6210,1.0,1.0,1,1,1
28163,28163,0.0,0.25,0,0,0
13973,13973,0.0,0.5,0,1,1
4024,4024,0.0,0.25,1,0,0
11606,11606,1.0,0.75,0,0,0
18173,18173,0.0,0.0,0,0,1
17180,17180,1.0,0.25,0,0,1
2809,2809,0.5,1.0,1,1,1
12010,12010,0.5,0.75,1,0,0
6863,6863,1.0,0.25,1,0,1
28941,28941,1.0,0.5,0,0,0
24348,24348,0.0,0.75,1,0,1
19998,19998,0.0,0.75,0,1,0
16011,16011,0.0,0.0,1,1,0
10178,10178,0.5,0.25,0,0,0
20785,20785,0.0,1.0,1,1,1
14583,14583,1.0,0.0,0,0,0
17427,17427,0.0,0.0,0,0,1
16648,16648,1.0,0.0,0,1,0
220,220,0.5,0.25,1,0,1
20058,20058,0.5,0.25,0,0,1
6395,6395,0.0,0.25,0,1,1
9468,9468,0.5,0.25,0,1,1
28610,28610,0.5,0.5,1,0,0
26047,26047,0.0,0.25,0,1,0
27772,27772,1.0,0.0,1,0,0
27968,27968,0.5,0.5,0,0,0
14952,14952,0.5,0.5,0,0,1
28913,28913,0.5,0.75,0,0,1
16729,16729,0.0,0.0,1,0,0
20026,20026,0.0,0.25,0,1,0
28092,28092,0.5,0.25,1,0,0
22566,22566,1.0,0.75,0,1,1
22512,22512,0.0,0.25,1,0,1
1643,1643,1.0,0.25,1,1,0
12163,12163,1.0,0.0,0,0,0
5965,5965,1.0,0.25,1,0,0
3979,3979,0.0,0.75,1,1,0
19131,19131,1.0,0.25,1,0,0
21886,21886,1.0,0.75,0,1,0
11497,11497,0.0,0.75,0,1,1
12857,12857,1.0,0.25,0,0,0
7700,7700,0.5,0.0,1,1,0
1118,1118,0.0,0.0,1,1,1
3961,3961,1.0,0.25,0,1,1
8067,8067,0.5,0.5,0,0,0
2501,2501,0.5,0.25,1,1,1
11489,11489,1.0,0.25,1,1,0
20434,20434,1.0,0.5,0,1,0
27296,27296,0.5,0.5,1,0,1
16225,16225,0.5,0.25,1,0,1
17160,17160,0.0,1.0,0,1,1
25309,25309,0.0,0.25,1,0,1
10601,10601,1.0,0.25,0,0,1
20262,20262,1.0,0.5,0,1,1
11721,11721,0.5,1.0,1,0,1
9553,9553,1.0,0.0,0,1,1
20201,20201,0.0,0.5,0,0,0
3301,3301,1.0,0.0,1,0,1
25869,25869,0.5,0.75,1,0,1
17759,17759,0.5,0.5,1,0,0
5349,5349,0.5,0.0,0,0,1
10641,10641,0.5,0.75,0,0,0
22030,22030,0.5,0.5,0,0,0
3292,3292,1.0,1.0,0,0,1
26665,26665,0.5,0.5,1,0,0
1705,1705,0.0,0.75,0,1,1
27946,27946,0.5,0.25,1,1,1
23389,23389,0.0,0.75,0,0,0
18853,18853,0.5,0.5,1,1,0
22271,22271,1.0,0.25,1,0,0
7653,7653,0.5,0.75,1,0,0
28713,28713,1.0,0.0,1,0,1
10350,10350,0.0,0.0,0,0,0
8002,8002,1.0,0.0,1,0,0
18160,18160,0.0,1.0,0,1,1
22367,22367,1.0,0.75,1,0,0
24987,24987,0.0,0.25,1,0,0
21108,21108,1.0,1.0,1,1,1
15602,15602,0.5,0.25,1,1,1
16662,16662,0.5,0.5,0,0,0
11983,11983,0.0,1.0,1,1,1
2938,2938,0.5,0.25,1,1,1
11167,11167,1.0,1.0,1,0,1
502,502,1.0,0.5,1,0,0
11059,11059,0.5,0.75,1,1,1
28629,28629,1.0,1.0,0,1,0
10100,10100,1.0,1.0,0,1,0
24281,24281,0.5,0.25,1,1,1
3001,3001,0.5,0.75,0,1,0
28893,28893,0.0,1.0,0,0,1
24013,24013,0.0,1.0,0,1,0
22933,22933,1.0,0.75,0,0,0
17095,17095,1.0,0.5,0,1,1
8268,8268,1.0,0.75,1,1,0
2941,2941,1.0,0.75,1,0,1
26058,26058,0.5,1.0,0,0,0
27143,27143,0.5,0.25,0,1,1
319,319,0.5,0.0,1,0,0
9233,9233,1.0,0.25,1,0,1
28416,28416,0.0,0.75,1,1,1
6827,6827,1.0,0.5,1,1,1
8389,8389,0.5,0.0,0,0,1
28048,28048,1.0,0.25,1,0,1
8770,8770,1.0,0.0,0,0,1
13279,13279,1.0,0.75,1,0,1
29854,29854,1.0,0.75,1,0,0
12697,12697,0.5,0.75,0,1,0
17135,17135,0.5,0.5,0,0,1
14821,14821,0.0,0.75,1,0,1
23361,23361,1.0,0.75,1,1,0
29993,29993,0.0,0.25,0,0,0
19610,19610,1.0,0.25,0,0,1
15919,15919,1.0,0.25,1,0,0
24668,24668,0.0,0.0,0,0,0
15243,15243,1.0,0.0,0,0,0
16618,16618,0.0,0.75,0,0,1
25768,25768,0.0,1.0,0,0,1
25657,25657,1.0,1.0,1,0,1
25566,25566,0.5,0.0,1,1,1
17722,17722,0.0,0.5,1,1,0
12191,12191,0.5,0.5,1,0,1
5750,5750,0.5,1.0,0,0,1
12768,12768,0.5,0.25,0,1,0
16699,16699,0.5,0.5,0,0,1
19709,19709,1.0,1.0,1,1,1
11263,11263,0.0,0.0,0,0,1
19600,19600,1.0,1.0,0,0,1
6187,6187,0.5,0.75,1,0,0
2875,2875,1.0,0.5,1,0,1
23884,23884,1.0,0.25,0,0,1
16311,16311,0.5,0.5,0,0,0
7950,7950,0.5,0.25,0,1,0
23166,23166,0.0,0.5,0,0,1
26978,26978,1.0,0.5,0,1,0
4657,4657,1.0,0.25,1,1,0
26934,26934,0.5,1.0,1,0,1
26817,26817,1.0,0.0,1,1,0
24145,24145,1.0,0.5,0,0,1
2303,2303,0.5,0.25,0,1,1
25239,25239,1.0,0.25,0,1,0
17356,17356,0.0,0.5,1,0,0
20716,20716,0.5,0.75,1,1,0
15481,15481,0.5,0.0,1,0,1
5480,5480,0.5,0.25,1,0,1
24968,24968,0.0,0.5,0,0,1
10158,10158,0.5,0.75,1,1,0
27325,27325,0.5,0.0,0,1,0
26533,26533,1.0,1.0,0,0,0
2390,2390,0.0,1.0,0,0,0
20723,20723,1.0,1.0,0,1,1
21508,21508,0.5,0.75,0,0,0
12186,12186,0.5,0.5,1,1,0
20848,20848,0.0,0.0,1,0,1
25761,25761,1.0,0.5,0,1,0
18632,18632,1.0,0.75,0,1,0
6855,6855,1.0,0.5,0,0,0
4507,4507,0.0,0.5,1,1,1
23732,23732,0.0,1.0,0,1,1
20306,20306,0.0,0.75,0,0,1
29689,29689,0.0,0.5,0,1,0
4113,4113,1.0,0.0,1,1,1
9909,9909,1.0,0.0,0,0,1
9751,9751,0.5,0.75,0,0,1
22482,22482,0.5,0.0,1,1,0
16587,16587,0.0,0.75,1,1,1
25952,25952,0.0,0.75,1,0,1
14318,14318,0.5,0.5,1,1,0
4358,4358,0.0,0.0,1,1,1
9633,9633,0.5,1.0,0,0,0
11262,11262,0.5,0.25,0,1,1
6643,6643,0.0,0.75,1,0,1
5044,5044,1.0,0.25,0,1,1
24479,24479,0.0,0.0,0,1,1
18695,18695,1.0,0.75,1,0,1
3844,3844,1.0,0.0,0,1,0
5255,5255,0.0,0.5,1,0,1
26874,26874,1.0,0.75,0,0,0
15733,15733,0.5,0.0,0,0,1
13210,13210,1.0,0.75,1,1,0
2600,2600,0.5,0.75,0,0,1
22303,22303,0.5,0.5,0,1,0
17366,17366,0.0,0.0,1,0,0
6020,6020,0.0,0.5,0,1,0
15129,15129,0.5,0.0,1,0,1
21025,21025,1.0,1.0,1,1,1
29241,29241,1.0,0.5,1,1,1
8040,8040,1.0,0.25,0,0,0
3943,3943,0.0,0.75,1,1,0
10434,10434,1.0,0.75,0,1,1
18477,18477,1.0,0.0,0,1,1
27709,27709,0.0,1.0,0,0,1
16423,16423,0.5,1.0,0,0,0
21265,21265,0.0,0.75,1,1,1
17363,17363,1.0,0.75,1,1,1
25135,25135,0.0,0.5,1,1,0
29097,29097,0.0,0.0,1,1,0
20953,20953,1.0,1.0,1,1,1
13993,13993,0.5,0.75,1,1,1
28601,28601,0.0,0.5,1,1,0
15818,15818,0.5,0.75,1,1,1
9756,9756,0.5,0.5,0,1,0
1025,1025,0.5,0.5,1,0,0
4975,4975,1.0,0.5,1,1,0
8586,8586,0.0,1.0,1,0,0
9873,9873,1.0,0.75,0,0,1
6712,6712,0.5,0.25,0,1,1
9485,9485,0.0,0.0,0,1,1
29768,29768,0.5,0.25,0,0,0
18032,18032,0.0,1.0,1,1,0
28890,28890,0.5,0.75,1,1,1
8076,8076,1.0,1.0,0,0,1
28714,28714,0.0,0.0,1,0,0
27015,27015,0.0,0.75,1,0,0
4152,4152,0.5,0.75,0,0,0
17715,17715,1.0,0.0,0,1,1
22317,22317,1.0,1.0,0,1,0
9183,9183,0.0,0.5,1,1,1
7400,7400,1.0,0.0,0,1,1
9064,9064,0.5,0.75,1,1,0
3411,3411,0.0,0.0,1,0,0
6960,6960,1.0,0.5,1,1,1
12200,12200,1.0,0.75,0,0,0
7381,7381,1.0,0.0,1,1,0
19388,19388,1.0,0.0,0,0,1
26661,26661,0.0,1.0,0,1,0
9249,9249,1.0,0.0,1,1,1
18746,18746,0.0,0.0,1,0,0
25079,25079,0.0,0.25,0,0,1
13234,13234,0.5,0.75,1,0,1
22987,22987,1.0,0.75,1,0,1
16486,16486,0.0,0.75,0,0,1
6064,6064,1.0,0.75,1,0,0
2482,2482,0.0,0.25,0,0,0
23009,23009,1.0,0.25,1,0,1
11688,11688,1.0,0.5,1,0,0
5367,5367,0.5,0.0,0,1,1
24286,24286,0.0,0.0,0,1,0
5828,5828,1.0,0.5,1,0,0
1878,1878,0.0,0.25,0,1,1
10123,10123,0.0,0.25,1,1,1
